area_avg|Área 1|50011.87
area_avg|Área 2|50077.08
last_name_max|Di Chiara|Aldrige Di Chiara|99803.45
last_name_max|Di Chiaro|Abban Di Chiaro|99996.77
last_name_max|Di Cicco|Albie Di Cicco|99929.88
last_name_max|Di Cioccio|Albyrte Di Cioccio|99904.06
last_name_max|Dickerson|Aletha Dickerson|99981.11
last_name_max|Dickson|Abramo Dickson|99900.97
last_name_max|Di Clemente|Agnella Di Clemente|99963.20
last_name_max|Di Cocco|Alixia Di Cocco|99872.79
last_name_max|Di Cola|Alliss Di Cola|99702.52
last_name_max|Di Cosola|Adria Di Cosola|99966.80
last_name_max|Di Costanzo|Akshaj Di Costanzo|99976.79
last_name_max|Di Cristofaro|Agytha Di Cristofaro|99978.65
last_name_max|Di Croce|Abbot Di Croce|99887.82
last_name_max|Di Dio|Ahura Di Dio|99987.08
last_name_max|Di Domenico|Abna Di Domenico|99934.92
last_name_max|Di Domizio|Abbeygale Di Domizio|99694.27
last_name_max|Di Donato|Ahyana Di Donato|99974.74
last_name_max|Di Donna|Addams Di Donna|99985.45
last_name_max|Dietrich|Alix Dietrich|99603.54
last_name_max|Di Fabio|Alphus Di Fabio|99736.01
last_name_max|Di Falco|Aimil Di Falco|99805.80
last_name_max|Di Fatta|Aleana Di Fatta|99710.30
last_name_max|Di Fazio|Abrien Di Fazio|99799.39
last_name_max|Di Filippo|Allisun Di Filippo|99858.81
last_name_max|Di Fiore|Alsone Di Fiore|99976.87
last_name_max|Di Fonzo|Adron Di Fonzo|99943.10
last_name_max|Di Francesco|Akeila Di Francesco|99913.67
last_name_max|Di Franco|Abree Di Franco|99888.93
last_name_max|Di Fronzo|Agnette Di Fronzo|99907.18
last_name_max|Di Fulvio|Alima Di Fulvio|99910.26
last_name_max|Di Gaetano|Abo Di Gaetano|99739.53
last_name_max|Di Gangi|Alisanah Di Gangi|99962.73
last_name_max|Di Gennaro|Abalard Di Gennaro|99801.24
last_name_max|Di Genova|Adrina Di Genova|99832.96
last_name_max|Di Geronimo|Alard Di Geronimo|99976.68
last_name_max|Di Giacinto|Adooeette Di Giacinto|99951.04
last_name_max|Di Giacomo|Allesandra Di Giacomo|99996.63
last_name_max|Di Gilio|Akaash Di Gilio|99878.37
last_name_max|Di Gioia|Adrine Di Gioia|99901.18
last_name_max|Di Giorgio|Adalgiso Di Giorgio|99962.00
last_name_max|Di Giovanna|Alfaeus Di Giovanna|99963.01
last_name_max|Di Giovanni|Adelpha Di Giovanni|99683.43
last_name_max|DiGirolamo|Aellyn DiGirolamo|99947.21
last_name_max|Di Girolamo|Alexandria Di Girolamo|99877.02
last_name_max|Di Giulio|Alarico Di Giulio|99910.38
last_name_max|Di Giuseppe|Adoria Di Giuseppe|99457.96
last_name_max|Di Grazia|Albertine Di Grazia|99953.63
last_name_max|Di Gregorio|Alethea Di Gregorio|99968.22
last_name_max|Di Iorio|Alessa Di Iorio|99832.70
last_name_max|Diirr|Abbeygale Diirr|99832.34
last_name_max|Dijk|Aleese Dijk|99994.11
last_name_max|Dijkstra|Alkeos Dijkstra|99928.96
last_name_max|Di Julio|Afram Di Julio|99931.14
last_name_max|Di Lallo|Abraham Di Lallo|99959.61
last_name_max|Di Laura|Akiyama Di Laura|99926.11
last_name_max|Di Lauro|Aldridge Di Lauro|99981.30
last_name_max|Di Lella|Adoette Di Lella|99982.53
last_name_max|Di Lello|Adriene Di Lello|99800.30
last_name_max|Di Liberti|Addis Di Liberti|99893.85
last_name_max|Di Liberto|Adrea Di Liberto|99993.61
last_name_max|Di Lillo|Alesha Di Lillo|99991.17
last_name_max|Di Lisio|Allen Di Lisio|99838.37
last_name_max|Dillon|Alsone Dillon|99981.40
last_name_max|Di Lorenzo|Adell Di Lorenzo|99946.71
last_name_max|Di Loreto|Alarico Di Loreto|99946.25
last_name_max|Di Luzio|Agamemnon Di Luzio|99848.17
last_name_max|Di Maggio|Abijah Di Maggio|99966.83
last_name_max|Di Maio|Alston Di Maio|99961.76
last_name_max|Di Marco|Abrien Di Marco|99954.83
last_name_max|Di Mare|Alishya Di Mare|99988.50
last_name_max|Di Maria|Alane Di Maria|99973.97
last_name_max|Di Marino|Adalee Di Marino|99971.34
last_name_max|Di Mario|Acie Di Mario|99846.69
last_name_max|Di Martino|Acacio Di Martino|99907.38
last_name_max|D’Imperio|Aleeson D’Imperio|99992.41
last_name_max|Dinis|Akira Dinis|99853.57
last_name_max|D’Innocenzo|Abigayle D’Innocenzo|99918.34
last_name_max|D’Intino|Adred D’Intino|99975.71
last_name_max|Dixon|Adriean Dixon|99931.59
last_name_max|doAmparo|Albean doAmparo|99983.77
last_name_max|doBem|Alrik doBem|99986.10
last_name_max|doBomSucesso|Acantha doBomSucesso|99877.57
last_name_max|doBonfim|Agacia doBonfim|99765.05
last_name_max|doCarmo|Alcindor doCarmo|99985.11
last_name_max|doCouto|Akina doCouto|99931.53
last_name_max|Dodson|Adelaide Dodson|99967.59
last_name_max|Doimo|Aldora Doimo|99996.77
last_name_max|doLago|Alfie doLago|99954.76
last_name_max|Domene|Aisha Domene|99951.80
last_name_max|Domingues|Aidee Domingues|99985.97
last_name_max|Dominguez|Alison Dominguez|99936.91
last_name_max|Domo|Aleemah Domo|99955.51
last_name_max|Donadelli|Agotha Donadelli|99892.83
last_name_max|Donadello|Aidia Donadello|99984.58
last_name_max|Donadira|Alixia Donadira|99993.09
last_name_max|Donald|Allathia Donald|99978.87
last_name_max|Donaldson|Adali Donaldson|99976.13
last_name_max|Donati|Abbiah Donati|99973.13
last_name_max|Donato|Alastor Donato|99980.48
last_name_max|Donovan|Adreannah Donovan|99925.95
last_name_max|doPrado|Adriah doPrado|99967.58
last_name_max|D’Orazio|Akilah D’Orazio|99926.71
last_name_max|D’Oria|Adaire D’Oria|99996.47
last_name_max|Dorigo|Adele Dorigo|99902.40
last_name_max|D’Orio|Addams D’Orio|99891.26
last_name_max|Dorsey|Alissun Dorsey|99931.13
last_name_max|D’Orsi|Abrahsa D’Orsi|99853.27
last_name_max|D’Orso|Adreah D’Orso|99586.99
last_name_max|Dorzenoni|Addah Dorzenoni|99941.72
last_name_max|doSacramento|Afram doSacramento|99918.35
last_name_max|dosReis|Aemilia dosReis|99961.26
last_name_max|dosSantos|Allythyah dosSantos|99835.03
last_name_max|D’Ottavio|Addie D’Ottavio|99948.79
last_name_max|Dougherty|Adrianne Dougherty|99899.80
last_name_max|Douglas|Allisina Douglas|99954.31
last_name_max|D’Ovidio|Adlynn D’Ovidio|99980.84
last_name_max|Downs|Adreane Downs|99970.36
last_name_max|Doyle|Alina Doyle|99969.21
last_name_max|Drake|Adelphie Drake|99995.60
last_name_max|Duar|Allysyne Duar|99962.27
last_name_max|Duarte|Acie Duarte|99996.64
last_name_max|Dudley|Abrielle Dudley|99984.07
last_name_max|Duffy|Althya Duffy|99989.66
last_name_max|Duke|Ainsley Duke|99828.24
last_name_max|Duncan|Abelard Duncan|99974.91
last_name_max|Dunlap|Alexio Dunlap|99852.95
last_name_max|Dunn|Abril Dunn|99821.06
last_name_max|DuPin|Allarick DuPin|99960.75
last_name_max|Duque|Alldridge Duque|99958.22
last_name_max|Duran|Abrahon Duran|99822.87
last_name_max|D’Urbano|Alishya D’Urbano|99984.76
last_name_max|Durfee|Alissa Durfee|99734.78
last_name_max|Durham|Ainslee Durham|99877.56
last_name_max|Dutra|Allan Dutra|99903.23
last_name_max|D’Uva|Althedah D’Uva|99818.88
last_name_max|Dyer|Abbellonna Dyer|99928.68
last_name_max|eAlmeida|Allana eAlmeida|99981.47
last_name_max|Eaton|Abrahamo Eaton|99984.79
last_name_max|Ebani|Adelphie Ebani|99918.25
last_name_max|Eckhardt|Abrahsa Eckhardt|99597.44
last_name_max|Edwards|Allethyah Edwards|99978.85
last_name_max|Eller|Adreana Eller|99941.07
last_name_max|Elliott|Alishya Elliott|99881.10
last_name_max|Ellis|Airamis Ellis|99843.42
last_name_max|Ellison|Aleshanee Ellison|99468.72
last_name_max|Emeli|Akbar Emeli|99950.01
last_name_max|Endringer|Addai Endringer|99987.90
last_name_max|Engel|Abrienne Engel|99934.13
last_name_max|English|Alfonso English|99969.63
last_name_max|Entringer|Aileana Entringer|99868.58
last_name_max|Erbolato|Alean Erbolato|99996.52
last_name_max|Erickson|Alima Erickson|99930.61
last_name_max|Ervati|Alishah Ervati|99693.93
last_name_max|Escobar|Ahlyssa Escobar|99887.06
last_name_max|Esparza|Agnes Esparza|99975.78
last_name_max|Especemile|Affinity Especemile|99980.44
last_name_max|Espinosa|Algon Espinosa|99993.86
last_name_max|Espinoza|Adelae Espinoza|99838.50
last_name_max|Esposito|Adisson Esposito|99986.01
last_name_max|Estes|Adred Estes|99904.76
last_name_max|Esteves|Ajay Esteves|99973.65
last_name_max|Estrada|Abie Estrada|99953.75
last_name_max|Evans|Ailis Evans|99810.57
last_name_max|Evarti|Alisan Evarti|99915.06
last_name_max|Everett|Alishya Everett|99772.47
last_name_max|Ewing|Abo Ewing|99949.61
last_name_max|Fabis|Adarra Fabis|99981.43
last_name_max|Fabre|Allirea Fabre|99713.00
last_name_max|Fabro|Adalgiso Fabro|99943.95
last_name_max|Faccini|Abrahame Faccini|99956.94
last_name_max|Faccitin|Aiken Faccitin|99967.85
last_name_max|Fachini|Abiah Fachini|99971.59
last_name_max|Faco|Abmaba Faco|99640.85
last_name_max|Facundes|Allethya Facundes|99965.80
last_name_max|Fagundes|Aldair Fagundes|99928.71
last_name_max|Falchetto|Aliceie Falchetto|99786.73
last_name_max|Falqueto|Adna Falqueto|99992.03
last_name_max|Falquetto|Ahlyssa Falquetto|99837.18
last_name_max|Falsoni|Agafia Falsoni|99993.70
last_name_max|Farace|Adelena Farace|99919.00
last_name_max|Fardim|Allyiah Fardim|99910.11
last_name_max|Fardin|Abrien Fardin|99977.05
last_name_max|Farias|Aliyah Farias|99985.65
last_name_max|Farley|Alek Farley|99788.14
last_name_max|Farmer|Aaronn Farmer|99779.62
last_name_max|Faroni|Ailee Faroni|99826.19
last_name_max|Farrell|Achuta Farrell|99993.52
last_name_max|Fasoli|Aimyah Fasoli|99931.81
last_name_max|Fassarella|Allethyah Fassarella|99924.54
last_name_max|Faulkner|Agotha Faulkner|99921.02
last_name_max|Favero|Alisin Favero|99931.44
last_name_max|Favoreto|Alberto Favoreto|99999.26
last_name_max|Fazoli|Alsona Fazoli|99947.03
last_name_max|Fazollo|Alexandra Fazollo|99899.49
last_name_max|Feitoza|Aileen Feitoza|99851.44
last_name_max|Felete|Ailee Felete|99954.28
last_name_max|Feletti|Addia Feletti|99949.61
last_name_max|Ferguson|Aegeon Ferguson|99955.27
last_name_max|Ferlin|Ahren Ferlin|99980.57
last_name_max|Fernandes|Agnessa Fernandes|99994.03
last_name_max|Fernandez|Aileana Fernandez|99964.71
last_name_max|Ferraco|Alisana Ferraco|99909.02
last_name_max|Ferrarese|Aimia Ferrarese|99988.33
last_name_max|Ferrari|Adalea Ferrari|99911.99
last_name_max|Ferreira|Alphonsus Ferreira|99873.36
last_name_max|FerreiraBraga|Addam FerreiraBraga|99929.97
last_name_max|Ferrell|Abbygale Ferrell|99912.26
last_name_max|Ferrighetto|Abiir Ferrighetto|99983.27
last_name_max|Fidelis|Adrien Fidelis|99976.07
last_name_max|Fields|Akeilah Fields|99907.32
last_name_max|Figueira|Aileana Figueira|99951.29
last_name_max|Figueroa|Agnetis Figueroa|99967.58
last_name_max|Filete|Abigail Filete|99977.32
last_name_max|Fileti|Alfredo Fileti|99972.34
last_name_max|Filetti|Abegail Filetti|99957.74
last_name_max|Fillinger|Alfric Fillinger|99961.00
last_name_max|Fim|Allannah Fim|99668.33
last_name_max|Finley|Alda Finley|99974.33
last_name_max|Fioravante|Aldrych Fioravante|99989.21
last_name_max|Fioresi|Adelaide Fioresi|99999.02
last_name_max|Fiorez|Alaric Fiorez|99848.72
last_name_max|Fiorim|Aaniyah Fiorim|99993.91
last_name_max|Fiorini|Abreonia Fiorini|99971.29
last_name_max|Fiorot|Alistair Fiorot|99857.53
last_name_max|Fiorotto|Akira Fiorotto|99992.20
last_name_max|Firese|Alcott Firese|99760.39
last_name_max|Firme|Abrien Firme|99514.21
last_name_max|Fisch|Aleaseya Fisch|99982.88
last_name_max|Fischer|Adrine Fischer|99914.73
last_name_max|Fisher|Ajit Fisher|99979.40
last_name_max|Fitipaldi|Ajaye Fitipaldi|99970.11
last_name_max|Fittipaldi|Aaniyah Fittipaldi|99999.81
last_name_max|Fitzgerald|Ahren Fitzgerald|99911.00
last_name_max|Fitzpatrick|Adrian Fitzpatrick|99948.80
last_name_max|Fleming|Ailee Fleming|99818.21
last_name_max|Fletcher|Adele Fletcher|99896.62
last_name_max|Flora|Albyrt Flora|99947.71
last_name_max|Flores|Aleck Flores|99981.60
last_name_max|Flowers|Aliyah Flowers|99988.29
last_name_max|Floyd|Ahmose Floyd|99962.74
last_name_max|Flozillo|Aliki Flozillo|99992.62
last_name_max|Flynn|Adarian Flynn|99881.88
last_name_max|Foffi|Alister Foffi|99991.35
last_name_max|Foley|Alexis Foley|99920.44
last_name_max|Fonseca|Adrion Fonseca|99910.97
last_name_max|Fontana|Allarick Fontana|99850.36
last_name_max|Fontes|Ailbert Fontes|99974.32
last_name_max|Forafo|Alexandrina Forafo|99839.33
last_name_max|Forbes|Abrahamo Forbes|99904.69
last_name_max|Ford|Adams Ford|99936.64
last_name_max|Formigoni|Allirea Formigoni|99981.48
last_name_max|Fornazier|Abbygale Fornazier|99904.24
last_name_max|Foster|Ahave Foster|99982.48
last_name_max|Fowler|Alidia Fowler|99896.81
last_name_max|Fox|Adelae Fox|99977.46
last_name_max|Frachin|Abelardo Frachin|99967.55
last_name_max|Frade|Alard Frade|99985.52
last_name_max|Fraga|Allyson Fraga|99943.94
last_name_max|Fragali|Addler Fragali|99947.81
last_name_max|Frais|Aliki Frais|99840.24
last_name_max|Francesca|Alena Francesca|99887.26
last_name_max|Franceschet|Adnet Franceschet|99966.70
last_name_max|Franceschetto|Akina Franceschetto|99949.41
last_name_max|Franchin|Africa Franchin|99832.24
last_name_max|Francis|Adriene Francis|99958.18
last_name_max|Francischeto|Adalie Francischeto|99870.88
last_name_max|Francischetto|Alissa Francischetto|99962.05
last_name_max|Francisco|Akiyo Francisco|99978.43
last_name_max|Francisqueti|Acura Francisqueti|99784.58
last_name_max|Francisqueto|Agathi Francisqueto|99900.13
last_name_max|Franco|Adreana Franco|99690.51
last_name_max|Frandsen|Abel Frandsen|99784.70
last_name_max|Frank|Adeline Frank|99627.75
last_name_max|Franke|Abhor Franke|99872.53
last_name_max|Franklin|Alodia Franklin|99847.37
last_name_max|Frattini|Abraheem Frattini|99921.82
last_name_max|Frazier|Adnon Frazier|99953.43
last_name_max|Frederick|Allie Frederick|99898.17
last_name_max|Freeman|Alphonso Freeman|99982.23
last_name_max|Fregolent|Alakesander Fregolent|99764.07
last_name_max|Freire|Abbagail Freire|99979.55
last_name_max|Freitas|Alice Freitas|99978.55
last_name_max|French|Alta French|99958.99
last_name_max|Frey|Abdulaziz Frey|99915.95
last_name_max|Freyre|Ajit Freyre|99961.03
last_name_max|Friedman|Adlar Friedman|99705.05
last_name_max|Friedrich|Albyrt Friedrich|99678.41
last_name_max|Friezell|Alisyna Friezell|99841.74
last_name_max|Friezelle|Almeda Friezelle|99719.85
last_name_max|Friggi|Ales Friggi|99943.87
last_name_max|Fritz|Allethia Fritz|99884.69
last_name_max|Frizi|Adela Frizi|99991.11
last_name_max|Frizzera|Agenta Frizzera|99930.58
last_name_max|Frizzo|Allisin Frizzo|99967.76
last_name_max|Frossar|Alphoeus Frossar|99998.47
last_name_max|Frost|Aliza Frost|99876.73
last_name_max|Fruett|Alejandrina Fruett|99962.98
last_name_max|Fry|Ailene Fry|99993.01
last_name_max|Frye|Ailfrid Frye|99869.55
last_name_max|Fuchs|Aleksandr Fuchs|99954.71
last_name_max|Fuentes|Abbie Fuentes|99968.90
last_name_max|Fulaneti|Ackley Fulaneti|99748.39
last_name_max|Fuller|Ainsworth Fuller|99871.29
last_name_max|Fumaneri|Allisah Fumaneri|99973.85
last_name_max|Fumanesi|Alfie Fumanesi|99861.22
last_name_max|Furian|Adoree Furian|99990.01
last_name_max|Furlan|Alexandrukas Furlan|99983.76
last_name_max|Furtado|Agnieszka Furtado|99955.31
last_name_max|Fusinato|Adriano Fusinato|99891.33
last_name_max|Fuzeti|Alletheah Fuzeti|99794.42
last_name_max|Gabriel|Aberham Gabriel|99983.10
last_name_max|Gaburro|Aliceie Gaburro|99715.95
last_name_max|Gago|Adalai Gago|99935.29
last_name_max|Gaigher|Albine Gaigher|99978.90
last_name_max|Gaiguer|Abria Gaiguer|99985.45
last_name_max|Gaines|Aariel Gaines|99807.56
last_name_max|Gaiotto|Aigneis Gaiotto|99903.24
last_name_max|Galavotti|Aherin Galavotti|99857.74
last_name_max|Gallagher|Alaina Gallagher|99923.22
last_name_max|Gallegos|Aimi Gallegos|99894.79
last_name_max|Gallina|Alodia Gallina|99978.52
last_name_max|Gallo|Aleksander Gallo|99977.02
last_name_max|Galloway|Adore Galloway|99920.97
last_name_max|Galvan|Aahron Galvan|99993.96
last_name_max|Gamble|Almeda Gamble|99862.01
last_name_max|Garcia|Adin Garcia|99894.89
last_name_max|Gardiman|Aislinn Gardiman|99828.54
last_name_max|Gardner|Alair Gardner|99888.81
last_name_max|Gargan|Adriene Gargan|99996.47
last_name_max|Garner|Aloysius Garner|99918.51
last_name_max|Garrett|Alexandre Garrett|99956.50
last_name_max|Garrison|Adelphie Garrison|99918.21
last_name_max|Garza|Allen Garza|99999.22
last_name_max|Gaspar|Aloani Gaspar|99908.38
last_name_max|Gasparello|Alisyn Gasparello|99907.21
last_name_max|Gasparini|Alain Gasparini|99938.53
last_name_max|Gasparotto|Addyson Gasparotto|99891.91
last_name_max|Gates|Alldric Gates|99903.39
last_name_max|Gato|Allyiah Gato|99859.71
last_name_max|Gava|Adrianus Gava|99999.42
last_name_max|Gavina|Aludra Gavina|99941.48
last_name_max|Gay|Aja Gay|99614.34
last_name_max|Gazola|Ahern Gazola|99937.51
last_name_max|Gentry|Abhiram Gentry|99926.55
last_name_max|George|Alphaeus George|99917.98
last_name_max|Geraldo|Absalon Geraldo|99981.29
last_name_max|Ghivan|Alta Ghivan|99933.32
last_name_max|Giacomele|Aara Giacomele|99999.46
last_name_max|Giacomeli|Akari Giacomeli|99991.77
last_name_max|Giacomelli|Aitan Giacomelli|99934.91
last_name_max|Gibbs|Abriana Gibbs|99960.88
last_name_max|Gibson|Addem Gibson|99942.91
last_name_max|Gilbert|Adison Gilbert|99920.79
last_name_max|Giles|Akim Giles|99979.98
last_name_max|Gill|Aila Gill|99896.13
last_name_max|Gillespie|Agnessija Gillespie|99952.38
last_name_max|Gilmore|Alistaire Gilmore|99939.42
last_name_max|Giobini|Abbey Giobini|99972.39
last_name_max|Giovannetti|Alfredo Giovannetti|99892.86
last_name_max|Giro|Aileanah Giro|99998.93
last_name_max|Giuduce|Alivia Giuduce|99751.36
last_name_max|Giuriato|Allatheah Giuriato|99951.82
last_name_max|Giuriatto|Alsone Giuriatto|99999.52
last_name_max|Givelli|Alpha Givelli|99997.25
last_name_max|Glass|Althyah Glass|99939.11
last_name_max|Glenn|Addis Glenn|99930.07
last_name_max|Glover|Alfric Glover|99932.86
last_name_max|Gobbato|Aliscia Gobbato|99978.34
last_name_max|Gobbo|Aimi Gobbo|99726.41
last_name_max|Goese|Aimya Goese|99957.94
last_name_max|Golden|Adrine Golden|99757.13
last_name_max|Gomes|Affonso Gomes|99800.86
last_name_max|Gomez|Aimond Gomez|99993.54
last_name_max|Gondim|Ahava Gondim|99991.19
last_name_max|Gonzales|Alarbus Gonzales|99940.35
last_name_max|Gonzalez|Abrielle Gonzalez|99790.50
last_name_max|Gonzalves|Allathea Gonzalves|99618.98
last_name_max|Good|Agethe Good|99919.56
last_name_max|Goodman|Alfred Goodman|99976.96
last_name_max|Goodwin|Alcander Goodwin|99967.37
last_name_max|Gordon|Albein Gordon|99988.85
last_name_max|Gottardo|Albertina Gottardo|99672.74
last_name_max|Gould|Absolum Gould|99985.51
last_name_max|Graaf|Alda Graaf|99929.34
last_name_max|Grado|Afric Grado|99995.42
last_name_max|Graf|Adelia Graf|99853.25
last_name_max|Graham|Adda Graham|99938.54
last_name_max|Grando|Achilles Grando|99702.67
last_name_max|GrandPre|Adelina GrandPre|99994.78
last_name_max|Grant|Acie Grant|99949.69
last_name_max|Granzottin|Alisin Granzottin|99912.51
last_name_max|Granzotto|Alixia Granzotto|99979.89
last_name_max|Grasseto|Allyse Grasseto|99943.40
last_name_max|Grassetto|Afrodite Grassetto|99966.58
last_name_max|Grassi|Adell Grassi|99998.31
last_name_max|Graves|Adrienah Graves|99815.16
last_name_max|Gray|Althedah Gray|99910.24
last_name_max|Greco|Alexas Greco|99937.95
last_name_max|Green|Agnes Green|99890.18
last_name_max|Greene|Akosua Greene|99990.77
last_name_max|Greer|Agnus Greer|99987.53
last_name_max|Gregio|Aalam Gregio|99983.45
last_name_max|Gregolin|Adrionn Gregolin|99853.96
last_name_max|Gregory|Alisyna Gregory|99946.22
last_name_max|Griffin|Adamik Griffin|99999.77
last_name_max|Griffith|Acie Griffith|99885.81
last_name_max|Griffo|Alds Griffo|99879.14
last_name_max|Grillo|Adelynne Grillo|99831.68
last_name_max|Grimes|Aahron Grimes|99818.32
last_name_max|Grolla|Aleemah Grolla|99860.22
last_name_max|Groot|Agamemnon Groot|99746.26
last_name_max|Gross|Acura Gross|99870.05
last_name_max|Groß|Ahamad Groß|99913.20
last_name_max|Guarnier|Allaster Guarnier|99818.91
last_name_max|Guedes|Allanah Guedes|99920.70
last_name_max|Guerini|Abram Guerini|99907.80
last_name_max|Guerino|Aban Guerino|99994.06
last_name_max|Guerra|Adore Guerra|99993.90
last_name_max|Guerrero|Absalon Guerrero|99755.92
last_name_max|Guidini|Alder Guidini|99834.15
last_name_max|Guidolini|Agnies Guidolini|99720.27
